Site,Zone,Transect,Photocount,PhotoID,GPS,GPS,Point,Abiotic (m/s/rb/b/rk/mm),Living cover(sg/ns/sc/ca/cc/ma/ta/ua/ev/nm),Genus,Species,Morphology,Notes,Species to count,count,n-1,n(n-1),Diversity
Wailupe,A,2,7,DSCF1176,,,15,rb,ta,,,t,,,,,,
Wailupe,A,2,7,DSCF1176,,,16,s,no,,,,,,,,,
Wailupe,A,2,7,DSCF1176,,,17,rb,no,,,,,,,,,
Wailupe,A,2,7,DSCF1176,,,18,s,no,,,,,,,,,
Wailupe,A,2,7,DSCF1176,,,19,rb,no,,,,,,,,,
Wailupe,A,2,7,DSCF1176,,,20,rb,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,1,rb,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,2,rb,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,3,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,4,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,5,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,6,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,7,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,8,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,9,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,10,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,11,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,12,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,13,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,14,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,15,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,16,rb,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,17,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,18,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,19,m,no,,,,,,,,,
Wailupe,A,2,8,DCSF1178,,,20,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,1,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,2,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,3,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,4,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,5,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,6,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,7,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,8,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,9,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,10,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,11,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,12,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,13,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,14,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,15,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,16,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,17,rb,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,18,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,19,m,no,,,,,,,,,
Wailupe,A,2,9,DSCF1180,,,20,m,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,1,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,2,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,3,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,4,rb,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,5,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,6,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,7,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,8,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,9,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,10,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,11,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,12,rb,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,13,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,14,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,15,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,16,rb,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,17,rb,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,18,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,19,s,no,,,,,,,,,
Wailupe,A,2,10,DSCF1181,,,20,rb,no,,,,,,,,,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,1,m,no,,,,,Gracilaria salicornia,25,24,600,0.6434343434
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,2,m,no,,,,,Articulated Coralline Algae,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,3,m,no,,,,,Acanthophora spicifera,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,4,m,no,,,,,Actinotrichia sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,5,m,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,6,m,no,,,,,Cyanobacteria sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,7,m,no,,,,,Euptiloclaida sp.,6,5,30,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,8,m,no,,,,,Halimeda sp. ,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,9,m,no,,,,,Hydrolithon sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,10,m,no,,,,,Hypnea sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,11,m,no,,,,,Lyngbya sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,12,m,no,,,,,Montipora sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,13,m,no,,,,,Neritina sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,14,rb,no,,,,,Peyssonnelia sp.,2,1,2,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,15,m,no,,,,,Porites sp. ,2,1,2,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,16,m,no,,,,,Pterocladiella sp.,0,-1,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,17,m,no,,,,,Spyridia filamentosa,1,0,0,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,18,m,no,,,,,Zoanthid sp. ,9,8,72,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,19,rb,no,,,,,SUM,45,,706,
Wailupe,A,3,1,DSCF1182,21.27563,-157.76252,20,rb,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,1,s,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,2,s,no,,,,,N(N-1),1980,,,
Wailupe,A,3,2,DSCF1183,,,3,s,no,,,,,D=n(n-1)/N(N-1),0.6434343434,,,
Wailupe,A,3,2,DSCF1183,,,4,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,5,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,6,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,7,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,8,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,9,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,10,rb,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,11,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,12,rb,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,13,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,14,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,15,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,16,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,17,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,18,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,19,m,no,,,,,,,,,
Wailupe,A,3,2,DSCF1183,,,20,m,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,1,rb,ta,,,t,,,,,,
Wailupe,A,3,3,DSCF1184,,,2,rb,ma,Euptilocladia,magruderi,b,check species specimens,,,,,
Wailupe,A,3,3,DSCF1184,,,3,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,4,rb,ta,,,t,,,,,,
Wailupe,A,3,3,DSCF1184,,,5,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,6,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,7,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,8,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,9,rk,ma,Peyssonnelia,sp.,e,encrusting red,,,,,
Wailupe,A,3,3,DSCF1184,,,10,rb,ta,,,t,,,,,,
Wailupe,A,3,3,DSCF1184,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,14,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,3,3,DSCF1184,,,15,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,16,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,17,m,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,18,rk,ma,Peyssonnelia,sp.,e,,,,,,
Wailupe,A,3,3,DSCF1184,,,19,rb,no,,,,,,,,,
Wailupe,A,3,3,DSCF1184,,,20,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,1,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,2,rb,ta,,,t,,,,,,
Wailupe,A,3,4,DSCF1188,,,3,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,3,4,DSCF1188,,,4,rb,ta,,,t,,,,,,
Wailupe,A,3,4,DSCF1188,,,5,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,6,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,7,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,8,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,9,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,10,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,11,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,4,DSCF1188,,,12,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,4,DSCF1188,,,13,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,14,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,4,DSCF1188,,,15,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,16,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,17,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,18,s,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,19,rb,no,,,,,,,,,
Wailupe,A,3,4,DSCF1188,,,20,rb,ta,,,t,,,,,,
Wailupe,A,3,5,DSCF1191,,,1,rb,ta,,,t,,,,,,
Wailupe,A,3,5,DSCF1191,,,2,s,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,3,s,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,5,DSCF1191,,,5,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,6,s,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,7,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,5,DSCF1191,,,8,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,9,s,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,10,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,11,s,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,12,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,5,DSCF1191,,,13,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,5,DSCF1191,,,15,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,16,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,17,rb,no,,,,,,,,,
Wailupe,A,3,5,DSCF1191,,,18,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,5,DSCF1191,,,19,rb,ta,,,t,,,,,,
Wailupe,A,3,5,DSCF1191,,,20,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,1,m,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,2,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,3,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,4,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,5,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,6,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,7,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,8,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,6,DSCF1192,,,10,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,6,DSCF1192,,,12,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,13,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,14,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,15,s,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,16,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,17,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,6,DSCF1192,,,18,rb,no,,,,,,,,,
Wailupe,A,3,6,DSCF1192,,,19,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,6,DSCF1192,,,20,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,3,m,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,4,m,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,5,rb,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,3,7,DSCF1195,,,6,rb,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,9,s,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,10,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,12,rk,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,13,m,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,14,rk,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,15,m,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,16,rk,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,18,m,no,,,,,,,,,
Wailupe,A,3,7,DSCF1195,,,19,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,7,DSCF1195,,,20,rk,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,1,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,2,rb,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,3,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,4,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,5,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,6,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,7,rb,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,8,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,8,DSCF1196,,,10,rb,sc,Porites,sp.,e,,,,,,
Wailupe,A,3,8,DSCF1196,,,11,rb,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,12,rb,sc,Porites,sp.,e,,,,,,
Wailupe,A,3,8,DSCF1196,,,13,m,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,14,rb,ta,,,t,,,,,,
Wailupe,A,3,8,DSCF1196,,,15,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,16,rb,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,17,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,18,rb,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,19,s,no,,,,,,,,,
Wailupe,A,3,8,DSCF1196,,,20,rb,ma,Euptilocladia,magruderi,b,,,,,,
Wailupe,A,3,9,DSCF1197,,,1,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,2,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,3,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,4,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,5,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,6,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,7,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,8,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,9,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,10,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,11,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,12,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,13,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,14,rb,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,15,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,16,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,17,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,18,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,19,s,no,,,,,,,,,
Wailupe,A,3,9,DSCF1197,,,20,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,1,rb,ma,Spyridia,filamentosa,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,2,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,3,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,4,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,5,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,9,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,10,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,3,10,DSCF1199,,,14,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,15,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,16,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,17,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,18,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,19,s,no,,,,,,,,,
Wailupe,A,3,10,DSCF1199,,,20,s,no,,,,,,,,,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,1,s,no,,,,,Gracilaria salicornia,4,3,12,0.5375494071
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,2,s,no,,,,,Articulated Coralline Algae,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,3,s,no,,,,,Acanthophora spicifera,4,3,12,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,4,rb,ca,,,e,,Actinotrichia sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,5,s,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,6,s,no,,,,,Cyanobacteria sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,7,s,no,,,,,Euptiloclaida sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,8,s,no,,,,,Halimeda sp. ,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,9,rb,ma,Gracilaria,salicornia,b,,Hydrolithon sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,10,s,no,,,,,Hypnea sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,11,s,no,,,,,Lyngbya sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,12,s,no,,,,,Montipora sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,13,s,no,,,,,Neritina sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,14,s,no,,,,,Peyssonnelia sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,15,s,no,,,,,Porites sp. ,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,16,s,no,,,,,Pterocladiella sp.,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,17,rb,ta,,,t,,Spyridia filamentosa,0,-1,0,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,18,s,no,,,,,Zoanthid sp. ,15,14,210,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,19,s,no,,,,,SUM,23,,234,
Wailupe,A,4,1,DSCF1200,21.27556,-157.76274,20,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,1,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,2,s,no,,,,,N(N-1),506,,,
Wailupe,A,4,2,DCSF1201,,,3,s,no,,,,,D=n(n-1)/N(N-1),0.5375494071,,,
Wailupe,A,4,2,DCSF1201,,,4,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,5,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,6,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,7,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,8,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,9,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,10,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,11,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,12,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,13,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,14,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,15,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,16,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,17,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,18,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,19,s,no,,,,,,,,,
Wailupe,A,4,2,DCSF1201,,,20,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,1,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,A,4,3,DCSF1216,,,2,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,3,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,4,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,5,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,6,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,7,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,4,3,DCSF1216,,,9,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,10,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,4,3,DCSF1216,,,11,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,12,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,A,4,3,DCSF1216,,,14,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,15,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,16,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,17,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,18,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,19,s,no,,,,,,,,,
Wailupe,A,4,3,DCSF1216,,,20,s,ns,Zoanthid,sp.,p,,,,,,
Wailupe,A,4,4,DCSF1221,,,1,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,2,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,A,4,4,DCSF1221,,,3,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,4,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,5,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,6,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,7,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,8,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,9,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,10,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,11,s,no,,,,,,,,,
Wailupe,A,4,4,DCSF1221,,,12,s,no,,,,,,,,,
